53, Private, 234721, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
56, Federal-gov, 67153, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Portugal, >50K
61, Private, 129246, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
52, Private, 317032, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
55, State-gov, 294395, Assoc-voc, 11, Widowed, Prof-specialty, Unmarried, White, Female, 6849, 0, 40, United-States, <=50K
61, Local-gov, 28375, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K
57, Private, 47857, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 146567, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 14344, 0, 40, United-States, >50K
68, Private, 185537, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
72, Without-pay, 121004, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 55, United-States, <=50K
55, Private, 143266, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Hungary, >50K
52, Private, 113094, Bachelors, 13, Separated, Adm-clerical, Unmarried, White, Female, 0, 1092, 40, United-States, <=50K
65, Federal-gov, 23494, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 2174, 40, United-States, >50K
57, Private, 103540, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, <=50K
54, Self-emp-not-inc, 136224, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
62, Private, 84756, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, <=50K
53, Self-emp-not-inc, 175456, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
84, Private, 388384, 7th-8th, 4, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 10, United-States, <=50K
61, Self-emp-not-inc, 168654, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
56, Private, 37394, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
71, Private, 99894, 5th-6th, 3, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 75, United-States, <=50K
53, Federal-gov, 167380, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1740, 50, United-States, <=50K
54, Private, 511668, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 43, United-States, >50K
59, Federal-gov, 100931, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Self-emp-not-inc, 119069, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 159049, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, Germany, >50K
55, Private, 143030, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 125000, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 338620, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States, >50K
61, Self-emp-not-inc, 201273, Some-college, 10, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
62, Self-emp-inc, 137354, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, South, <=50K
55, Private, 119751, Masters, 14, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Thailand, <=50K
55, Private, 202220, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 2407, 0, 35, United-States, <=50K
60, Private, 320376, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 290856, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 82783, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
66, Local-gov, 362165, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, Black, Female, 0, 2206, 25, United-States, <=50K
52, Private, 259583, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 159822, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, Poland, >50K
59, Private, 264357, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
68, Private, 211287, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 40, United-States, >50K
55, Federal-gov, 238192, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 40, United-States, >50K
61, Private, 183355, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-inc, 46281, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
60, Self-emp-not-inc, 35649, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 22978, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
65, Private, 180280, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 86332, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 4064, 0, 55, United-States, <=50K
62, Private, 155094, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
55, Private, 197114, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 6, United-States, >50K
54, Self-emp-not-inc, 109418, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1977, 35, United-States, >50K
56, Private, 182062, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 48, United-States, >50K
66, Private, 175558, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, Germany, <=50K
52, Private, 225317, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
59, Local-gov, 53304, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
62, Private, 65868, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
54, Private, 35459, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 278329, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
54, Private, 263925, 1st-4th, 2, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
52, Private, 68982, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
61, Private, 197286, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 232808, 10th, 6, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K
62, Private, 197918, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
63, Private, 158199, 1st-4th, 2, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 44, Portugal, <=50K
55, Private, 101524, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 128272, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-inc, 357596, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 55, United-States, >50K
65, Private, 178934, HS-grad, 9, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 20, Jamaica, <=50K
58, Private, 103540, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
61, Private, 130684, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, <=50K
58, Private, 81038, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 12, United-States, <=50K
52, Self-emp-not-inc, 183146, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Private, 172281, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 78631, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K
67, Local-gov, 190661, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 7896, 0, 50, United-States, >50K
62, Local-gov, 115763, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
52, Private, 159755, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
51, Private, 103529, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
79, Federal-gov, 62176, Doctorate, 16, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 6, United-States, >50K
67, Private, 123393, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
78, Private, 184759, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 1797, 0, 15, United-States, <=50K
64, Self-emp-inc, 80333, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 265086, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
53, Private, 250034, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 50, United-States, >50K
72, Self-emp-not-inc, 258761, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Self-emp-not-inc, 159938, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2635, 0, 24, Italy, <=50K
51, Private, 313146, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Self-emp-inc, 152810, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 45, United-States, >50K
60, Self-emp-not-inc, 95445, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3137, 0, 46, United-States, <=50K
51, Self-emp-not-inc, 120781, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 99999, 0, 70, India, >50K
64, Private, 47298, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
63, Private, 76860, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
52, Local-gov, 392668, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 224854, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 98436, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
65, Self-emp-inc, 210381, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 65, United-States, >50K
61, Private, 229744, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
70, Self-emp-inc, 207938, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 5, United-States, <=50K
51, Private, 53197, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Self-emp-not-inc, 287229, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
53, Private, 226135, 9th, 5, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, Jamaica, <=50K
57, Self-emp-inc, 127728, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 60, United-States, >50K
61, Private, 29059, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 2754, 25, United-States, <=50K
56, Private, 200316, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
59, Private, 100453, 7th-8th, 4, Separated, Other-service, Own-child, Black, Female, 0, 0, 38, United-States, <=50K
64, Private, 88470, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 168107, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Self-emp-inc, 122390, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 48, United-States, >50K
65, Self-emp-inc, 184965, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K
62, Private, 178249, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
62, Local-gov, 206063, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
53, Private, 167651, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
69, State-gov, 163689, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States, <=50K
52, Self-emp-inc, 68015, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 90, United-States, >50K
54, Private, 175594, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
73, Private, 105886, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 1173, 0, 75, United-States, <=50K
64, Private, 312498, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 152810, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Private, 319122, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 208321, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 1740, 40, United-States, <=50K
54, Federal-gov, 128378, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Federal-gov, 181677, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
66, Self-emp-not-inc, 28061, 7th-8th, 4, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
53, Private, 95540, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 1471, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 184553, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
69, Private, 76939, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 311931, 5th-6th, 3, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 15, El-Salvador, <=50K
55, Self-emp-not-inc, 100569, HS-grad, 9, Separated, Farming-fishing, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
61, Private, 380462, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States, <=50K
61, Federal-gov, 221943, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 9386, 0, 40, United-States, >50K
61, Private, 227468, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
53, Private, 70387, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 4386, 0, 40, India, >50K
60, Local-gov, 255711, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 60, United-States, >50K
90, Federal-gov, 195433, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K
54, Private, 135388, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
51, Private, 467611, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
69, Private, 130060, HS-grad, 9, Separated, Transport-moving, Unmarried, Black, Female, 2387, 0, 40, United-States, <=50K
57, Private, 199934, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 95704, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 145166, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
55, Private, 143372, HS-grad, 9, Divorced, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
52, Private, 125932, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 185042, 1st-4th, 2, Separated, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K
57, Private, 127277, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K
55, Self-emp-not-inc, 99551, Bachelors, 13, Widowed, Sales, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
51, Private, 208899, Bachelors, 13, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
73, Private, 349347, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, United-States, <=50K
60, Local-gov, 101110, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, >50K
52, Private, 302847, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 145212, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 148844, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 157303, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
67, Private, 140849, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
64, Private, 180247, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
51, Private, 82578, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Canada, >50K
65, Private, 90907, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
63, Private, 167967, Masters, 14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 46, United-States, <=50K
52, Private, 203392, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K
63, Private, 30270, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 30118, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 3137, 0, 42, United-States, <=50K
51, Self-emp-not-inc, 290688, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 201991, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 35649, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 6, United-States, <=50K
55, Federal-gov, 176904, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 312477, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 3908, 0, 40, United-States, <=50K
56, Private, 367984, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
54, Private, 156877, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Greece, <=50K
51, Private, 210940, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 2002, 45, United-States, <=50K
54, Private, 128378, Some-college, 10, Widowed, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
57, Private, 140426, Doctorate, 16, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, Germany, >50K
54, Local-gov, 54377, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
58, Self-emp-not-inc, 105592, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-inc, 96062, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
71, Private, 97870, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany, <=50K
53, Self-emp-not-inc, 101432, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
64, Self-emp-not-inc, 165479, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 5, United-States, <=50K
66, Private, 174276, Some-college, 10, Widowed, Sales, Unmarried, White, Female, 0, 0, 50, United-States, >50K
63, Private, 31389, 11th, 7, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 12, United-States, <=50K
56, Private, 159770, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
70, Self-emp-not-inc, 268832, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 24, United-States, >50K
80, Self-emp-not-inc, 225892, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 1409, 0, 40, United-States, <=50K
52, State-gov, 189728, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
70, Self-emp-inc, 158437, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
55, Private, 41108, Some-college, 10, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 2258, 62, United-States, >50K
59, Private, 131916, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Italy, >50K
62, Private, 155256, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
54, Private, 244770, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 102828, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
74, Self-emp-inc, 231002, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, >50K
51, Private, 79324, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
65, Private, 176796, Doctorate, 16, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
72, Private, 156310, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 2414, 0, 12, United-States, <=50K
67, Self-emp-not-inc, 252842, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 1797, 0, 20, United-States, <=50K
67, Private, 160456, 11th, 7, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 123053, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 5013, 0, 40, India, <=50K
64, Local-gov, 158412, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, Self-emp-inc, 38472, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 14084, 0, 60, United-States, >50K
55, Local-gov, 48055, 12th, 8, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 126592, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 7688, 0, 40, United-States, >50K
68, Without-pay, 174695, Some-college, 10, Married-spouse-absent, Farming-fishing, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
56, Private, 175127, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Self-emp-not-inc, 111625, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
52, Private, 94988, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
55, Private, 276229, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
61, Private, 147280, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
51, State-gov, 213296, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 123411, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 53, United-States, <=50K
51, Federal-gov, 198186, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
68, Local-gov, 144761, HS-grad, 9, Widowed, Protective-serv, Not-in-family, White, Male, 0, 1668, 20, United-States, <=50K
53, Private, 73134, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 60, United-States, >50K
59, Private, 279636, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, Guatemala, <=50K
59, Local-gov, 296253, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 8614, 0, 60, United-States, >50K
58, Private, 94429, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Private, 80896, HS-grad, 9, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K
51, State-gov, 193720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 56, United-States, >50K
52, Private, 206862, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 282023, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
81, Private, 129338, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
55, Private, 206487, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 252413, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 32, United-States, >50K
