39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
36, Private, 257380, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 35, United-States, <=50K
43, Private, 266439, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 40, United-States, >50K
33, Private, 188246, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
36, Private, 297335, Bachelors, 13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, China, <=50K
37, Private, 108366, Bachelors, 13, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 46, United-States, <=50K
35, Private, 328301, Assoc-acdm, 12, Married-AF-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 169426, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
42, Private, 29393, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Local-gov, 257855, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 50, United-States, <=50K
32, Private, 164197, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, >50K
36, Private, 160035, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
45, State-gov, 50567, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 140011, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
45, Private, 176917, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-not-inc, 52647, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
30, Local-gov, 48542, 12th, 8, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 221780, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
38, Private, 298841, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 321313, Masters, 14, Never-married, Sales, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 64875, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
30, Private, 275232, Assoc-acdm, 12, Never-married, Prof-specialty, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K
44, Local-gov, 208528, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
35, Private, 160120, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, United-States, >50K
36, Private, 250238, 1st-4th, 2, Never-married, Other-service, Other-relative, Other, Female, 0, 0, 40, El-Salvador, <=50K
42, Local-gov, 255847, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Self-emp-not-inc, 26892, Bachelors, 13, Married-AF-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States, >50K
45, Private, 111979, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 231037, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 41591, Bachelors, 13, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 30, United-States, <=50K
32, Local-gov, 230912, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 4865, 0, 40, United-States, <=50K
34, Private, 176185, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
34, Local-gov, 205704, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
37, State-gov, 24342, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K
37, Private, 138192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
35, Private, 114765, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 265509, Assoc-voc, 11, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
35, Federal-gov, 182898, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 222450, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
33, Local-gov, 190027, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 18, United-States, <=50K
32, Private, 117963, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 225504, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 104334, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
30, State-gov, 48214, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
30, Private, 145714, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 221172, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 24, United-States, >50K
37, Private, 112497, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
41, Private, 138907, HS-grad, 9, Divorced, Priv-house-serv, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
38, Private, 186325, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 38, United-States, >50K
35, Private, 143058, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
42, Private, 149210, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 45, United-States, >50K
40, State-gov, 50093, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
39, State-gov, 126336, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 341117, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
34, Private, 24266, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K
45, Private, 267967, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
41, State-gov, 210094, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 210648, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Local-gov, 298717, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 170148, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
39, Local-gov, 166497, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
30, Private, 247156, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 204052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 114912, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 60, United-States, >50K
43, Private, 193882, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Federal-gov, 179638, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
33, Self-emp-not-inc, 62932, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 118551, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 80, United-States, <=50K
36, Private, 189674, Some-college, 10, Separated, Other-service, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
34, Private, 226883, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Local-gov, 268292, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 206541, 11th, 7, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K
43, State-gov, 241506, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 1506, 0, 36, United-States, <=50K
45, Self-emp-not-inc, 174426, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
34, Private, 167497, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 50, United-States, >50K
44, Private, 29115, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 53926, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 104359, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 114797, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
44, Private, 202872, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
37, Private, 132879, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Self-emp-not-inc, 112362, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 38, United-States, <=50K
44, Private, 131650, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 54, United-States, >50K
30, Private, 154568, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 36, Vietnam, >50K
44, Private, 124747, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 3103, 0, 40, United-States, >50K
38, Private, 276559, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 70, United-States, >50K
32, Private, 106014, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 50, United-States, >50K
35, Private, 86648, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K
32, Local-gov, 113838, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 99, United-States, <=50K
38, Private, 226311, HS-grad, 9, Married-AF-spouse, Other-service, Wife, White, Female, 0, 0, 25, United-States, <=50K
44, Private, 247880, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K
44, Private, 192225, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 370183, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Local-gov, 144182, Preschool, 1, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
38, Private, 125933, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 27828, 0, 45, United-States, >50K
39, Private, 210991, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, State-gov, 200289, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 19, India, <=50K
43, Private, 289669, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
30, Private, 110622, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K
41, Self-emp-not-inc, 170214, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 2179, 40, United-States, <=50K
37, State-gov, 117651, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 200445, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 1974, 40, United-States, <=50K
40, Private, 111020, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 244665, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, Honduras, <=50K
39, State-gov, 152023, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 137088, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 40, Ecuador, <=50K
39, Self-emp-not-inc, 194668, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States, <=50K
33, Private, 188246, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 45, United-States, >50K
40, Private, 116632, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 28572, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 216924, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 44, United-States, >50K
36, Private, 549174, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, State-gov, 243666, HS-grad, 9, Divorced, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
39, Self-emp-inc, 131288, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 48, United-States, >50K
35, Private, 257416, Assoc-voc, 11, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
33, Private, 215288, 11th, 7, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
31, Private, 58582, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 46, United-States, <=50K
40, Private, 137421, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Trinadad&Tobago, <=50K
38, Private, 357870, 12th, 8, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K
40, Private, 215596, Bachelors, 13, Married-spouse-absent, Other-service, Not-in-family, Other, Male, 0, 0, 40, Mexico, <=50K
42, Private, 184682, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
30, State-gov, 144064, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 141583, 10th, 6, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
43, Self-emp-not-inc, 180985, Bachelors, 13, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 184801, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
32, Private, 147284, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
33, Private, 169973, Assoc-voc, 11, Separated, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 33117, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 138940, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 172722, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 227886, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
36, Private, 80743, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 40, South, <=50K
40, Private, 225823, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 295010, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 437825, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, Peru, <=50K
41, Private, 242089, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Self-emp-inc, 117555, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
30, Private, 194827, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
39, Private, 211154, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
37, Local-gov, 247750, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K
40, Self-emp-not-inc, 204235, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K
38, Private, 197113, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
35, Private, 35330, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 61898, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
42, Self-emp-inc, 1097453, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
32, Private, 176992, 10th, 6, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
41, State-gov, 73199, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
43, State-gov, 27661, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
40, Self-emp-not-inc, 89413, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 40, United-States, <=50K
40, Private, 279679, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
43, Private, 221172, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
32, Private, 204792, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 384508, 11th, 7, Divorced, Sales, Unmarried, White, Male, 1506, 0, 50, Mexico, <=50K
41, Private, 288568, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 182714, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, England, <=50K
45, State-gov, 264052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 146659, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
43, Private, 218309, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
35, Private, 45937, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Federal-gov, 201617, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Local-gov, 114733, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
34, Private, 149507, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
35, Private, 82622, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 48014, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, France, <=50K
31, Local-gov, 206609, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 50276, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
35, Private, 220585, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 75993, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
41, State-gov, 29324, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
40, Private, 124747, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 7298, 0, 40, United-States, >50K
34, Self-emp-not-inc, 156809, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1504, 60, United-States, <=50K
30, Private, 35724, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
38, Private, 103474, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
43, Private, 211128, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
38, Private, 38312, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K
40, Private, 260761, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, <=50K
41, Local-gov, 36924, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
32, State-gov, 190577, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 344200, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 337494, Assoc-acdm, 12, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
33, Private, 194901, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Male, 0, 2444, 42, United-States, >50K
32, Self-emp-not-inc, 205072, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, <=50K
35, Private, 310290, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, Black, Female, 0, 0, 40, United-States, <=50K
40, Private, 91959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 46, United-States, >50K
34, Private, 153942, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Local-gov, 234096, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 185330, Some-college, 10, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 25, United-States, <=50K
35, Self-emp-inc, 186845, Bachelors, 13, Married-civ-spouse, Sales, Own-child, White, Male, 5178, 0, 50, United-States, >50K
45, Private, 262802, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 219424, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 50, United-States, >50K
30, Private, 108386, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 177102, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 100662, 9th, 5, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Columbia, <=50K
34, Private, 183557, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
36, Private, 160035, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-inc, 184456, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 27828, 0, 55, United-States, >50K
41, Private, 56795, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, England, <=50K
33, Private, 179509, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 159322, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
40, Private, 262872, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 43711, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
34, Self-emp-not-inc, 177639, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 201723, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 86143, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
34, Private, 346034, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, El-Salvador, <=50K
34, Private, 185063, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
34, Private, 108837, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Self-emp-not-inc, 45427, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
38, Private, 154669, HS-grad, 9, Separated, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 261278, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 5178, 0, 40, Philippines, >50K
34, Private, 173495, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
31, Private, 111883, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 205852, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-inc, 29254, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
33, Private, 155343, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 234271, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 257849, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
36, Private, 227615, 5th-6th, 3, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 32, Mexico, <=50K
34, Private, 161018, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
36, Private, 29814, HS-grad, 9, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 198270, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
33, Private, 79923, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K
